User Id, Group, DOF real T, DOF real R, DOF virtual T, DOF virtual R, task R DOF, task T DOF, movement direction, target distance T, target width T, ID effective R, ID effective T, ID combined, repetition, trial, button clicks, successful clicks, Hit, hit type, MT, overshoots T, peak acceleration T, movement continuity T, error T, peak speed T, first reversal T, reversal points T, Cursor, TP, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 0, 1, 1, 1, Manual, 1.5203437805175781, 0, 12.573382945336562, -0.33703285753563006, 0.012477727863939714, 1.7518249755909927, 0.013795000188209621, 13, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 1, 2, 2, 1, Manual, 1.7183446884155273, 0, 20.516998197552674, -0.22437245622797936, 0.012310121266213035, 1.5664285310002786, 0.059403638948347555, 19, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 2, 3, 3, 1, Manual, 1.3355293273925781, 0, 15.079315708769013, -0.3411244627469104, 0.0034893156901140386, 1.5469662467853387, 0.021508270357736142, 13, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 3, 4, 4, 1, Manual, 1.4059677124023438, 0, 15.424776601845231, -0.20682992723638785, 0.005285093199430593, 1.586161353389114, 0.036058220121622624, 11, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 4, 5, 5, 1, Manual, 1.2351818084716797, 0, 17.114332947776035, -0.24871432959740827, 0.007507548561541703, 2.2262705569678043, 0.01683662535717325, 12, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 5, 6, 6, 1, Manual, 1.4692325592041016, 0, 19.40588808186389, -0.24909708155214674, 0.005563012153428844, 1.8307180246763342, 0.04190920000654968, 14, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 6, 7, 7, 1, Manual, 1.2350044250488281, 0, 25.586703877405732, -0.14169279584360658, 0.010052846868670414, 2.0953595083541976, 0.023192428449651924, 11, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 7, 8, 8, 1, Manual, 1.285247802734375, 0, 15.892184374378417, -0.22737310626437837, 0.010662382983685456, 2.1650798028998026, 0.05402091676973733, 10, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 8, 9, 9, 1, Manual, 1.0886459350585938, 0, 22.664455876785485, -0.17345307927360615, 0.005900935821862828, 1.7661914966260466, 0.03308733499050925, 8, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 9, 10, 10, 1, Manual, 1.1849861145019531, 0, 22.068236335843523, -0.15933714710385172, 0.010062997758478206, 1.7309867609306104, 0.04236323658587497, 9, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 10, 11, 11, 1, Manual, 1.3353862762451172, 0, 11.310566820536415, -0.2424224023074267, 0.004410433084594104, 1.9019752269239028, 0.01520867250589148, 10, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 11, 12, 12, 1, Manual, 1.3018989562988281, 0, 17.822921213777683, -0.14569598427550567, 0.0058602677789681415, 1.8477890630206215, 0.04050508757803271, 12, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 12, 13, 13, 1, Manual, 1.2851924896240234, 0, 12.312834340375934, -0.7756067087637277, 0.00873023913612671, 1.5711191854992443, 0.02392533276522513, 12, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 13, 14, 14, 1, Manual, 1.522848129272461, 0, 11.945138333412897, -0.44112950797877104, 0.0026501376995572493, 1.4562913249291218, 0.047463663426579955, 15, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 14, 15, 15, 1, Manual, 1.2181892395019531, 0, 8.5642384193624, -0.8299507950775146, 0.007843489171638079, 1.281799568122166, 0.051041300938776235, 9, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 15, 16, 16, 1, Manual, 1.3021469116210938, 0, 11.076326012158562, -0.5166646961328578, 0.009487064776964997, 1.394164475293486, 0.038100960142141656, 11, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 16, 17, 17, 1, Manual, 1.3521232604980469, 0, 11.154114976855617, -0.2988797605615352, 0.0034177421495442365, 1.5818609768899656, 0.016164868780856476, 9, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (-0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 17, 18, 18, 1, Manual, 1.3992500305175781, 0, 8.611832470542753, -0.22595102486853916, 0.01122001475429301, 1.2887107686917667, 0.011031390364911669, 11, Phone, 0.0, 
1, 1, 3, 3, 3, 0, 0, 1, (0.600  0.000  0.000), 0.6, 0.03, -, -, 0, 20, 18, 19, 19, 1, Manual, 1.3520622253417969, 0, 18.055834242740826, -0.4177122205119001, 0.006559307173584276, 1.4859562187941764, 0.029449868282591378, 12, Phone, 0.0, 
