User Id, Group, DOF real T, DOF real R, DOF virtual T, DOF virtual R, task R DOF, task T DOF, target distance R, target width R, ID effective R, ID T, ID combined, repetition, trial, button clicks, successful clicks, Hit, hit type, MT, overshoots R, peak acceleration R, movement continuity R, error R, peak speed R, first reversal R, reversal points R, Cursor, TP, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 0, 1, 1, 1, Manual, 1.3200483322143555, 1, 4566.1097130685, -0.1327571280669106, 4.788958831302005, 362.4666364199249, 6.53613122837643, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 1, 2, 2, 1, Manual, 0.8827390670776367, 1, 2979.397725293261, -0.14585502690414426, 1.4481175647940832, 310.7487521032822, 2.7494347774784074, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 2, 3, 2, 0, Manual, 1.167943000793457, 2, 3558.316725862148, -0.23620121298888155, 5.8051163998288375, 319.8428380976569, 2.764385455449356, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 3, 4, 3, 1, Manual, 1.0513629913330078, 0, 4541.625729001237, -0.18236825351657687, 2.5247677904961527, 325.8703262182626, 2.295679396796434, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 4, 5, 4, 1, Manual, 1.2522640228271484, 3, 2890.362871676761, -0.924084823488519, 3.981895217131107, 314.59137028333345, 3.3116531908945985, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 5, 6, 5, 1, Manual, 1.0681705474853516, 1, 3193.1193414129866, -0.06578803129689192, 2.3432810519839053, 305.04506044114123, 4.308193374249601, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 6, 7, 5, 0, Manual, 1.2353992462158203, 2, 3381.196591342193, -0.12752953723240534, 6.52476686718475, 262.1829891363252, 8.278672254542194, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 7, 8, 6, 1, Manual, 1.0180225372314453, 0, 2375.790941014791, -0.35234113077774815, 1.4300251560242199, 287.37486597407747, 2.8090988130666092, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 8, 9, 7, 1, Manual, 0.9511775970458984, 1, 4134.574094793021, -0.13528358494646522, 0.8609537934693399, 298.6768436730867, 1.6011966366642039, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 9, 10, 8, 1, Manual, 1.0178852081298828, 1, 3904.9809348594567, -0.43325237354170076, 3.3461702564166127, 316.57887530277964, 5.315108191906167, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 10, 11, 9, 1, Manual, 1.1354808807373047, 1, 3721.2522727822443, -0.31286107234275, 1.8453271377952207, 334.950230667238, 3.7745178820212386, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 11, 12, 10, 1, Manual, 1.101358413696289, 2, 4991.7819277463495, -0.274165642613385, 4.104161953456478, 277.2659497022175, 8.36050582133409, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 12, 13, 11, 1, Manual, 1.18487548828125, 1, 3649.467273449137, -0.2648229741759739, 1.2680190605228394, 247.7558191431126, 11.688952921963667, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 13, 14, 12, 1, Manual, 1.1847667694091797, 1, 4906.150656965103, -0.15078733164693078, 1.7977889864481722, 426.29747400658164, 3.6000504026032125, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 14, 15, 13, 1, Manual, 1.274322509765625, 2, 8496.216161875338, -0.07048415901057874, 4.484536430412547, 458.29796873703606, 10.929882627391812, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 15, 16, 14, 1, Manual, 1.0511550903320312, 1, 3676.7808190976193, -0.2925636985802042, 2.414777298562862, 293.64387563023035, 2.3766075074050566, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 16, 17, 15, 1, Manual, 0.8841037750244141, 1, 4412.2837783901105, -0.22052477421467795, 1.114698460765256, 271.0200663083277, 1.5139858481000101, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 17, 18, 16, 1, Manual, 0.867523193359375, 1, 3718.008114575412, -0.262351952290953, 2.8152212160081422, 290.4758258937302, 2.360337617428828, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 0, 0, 0, 20, 18, 19, 17, 1, Manual, 1.4020500183105469, 1, 3327.3062100116626, -0.25761194344965316, 4.1041614864822415, 309.0277193171294, 7.235794891826959, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 60, 10, 4.19452840423391, 0, 4.19452840423391, 20, 19, 20, 18, 1, Manual, 1.2495193481445312, 1, 3458.846391440754, -0.17908076436081907, 1.8492775027173423, 282.04544902100673, 2.6008316487158596, 2, Phone, 3.3569135287601255, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 20, 21, 19, 1, Manual, 1.5394172668457031, 1, 4105.129539718023, -0.044040448315240274, 3.0666653669638033, 323.6256663387132, 9.890779102876575, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 21, 22, 20, 1, Manual, 0.9511489868164062, 1, 4797.932763113353, -0.25467168474543944, 1.8283400279811994, 461.1344440861631, 1.9452533569234163, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 22, 23, 21, 1, Manual, 1.1182708740234375, 1, 4937.85512404447, -0.15423356443656797, 1.8178724704523728, 481.6164975139113, 1.8703468661003548, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 23, 24, 22, 1, Manual, 1.0109977722167969, 1, 5580.520241761071, -0.160602080154782, 2.0094191261345666, 361.4085716984787, 3.46668668018934, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 24, 25, 23, 1, Manual, 0.9844322204589844, 1, 4925.098399248687, -0.12830354109131398, 4.345163838304442, 374.9988944500592, 6.026297771081612, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 25, 26, 24, 1, Manual, 0.9844970703125, 1, 6438.889225243226, -0.21170383699304496, 1.7789406695266556, 443.303039469981, 3.7681493184421635, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 26, 27, 25, 1, Manual, 1.1181297302246094, 1, 4304.836836946735, -0.3682615848590654, 4.239875961661166, 287.09047551741713, 9.98116178418134, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 27, 28, 26, 1, Manual, 1.0011940002441406, 1, 5737.890237347085, -0.11736172665928814, 2.2607254818319187, 341.0749634563563, 2.2784290638539515, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 28, 29, 27, 1, Manual, 0.9010124206542969, 1, 2907.224012590652, -0.23683828568011014, 1.3509751007889397, 374.7203756831195, 0.8426986290398708, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 29, 30, 28, 1, Manual, 0.8012351989746094, 1, 5725.412024194242, -0.08306012836996339, 2.3514263422335833, 359.2848000247338, 4.39466923710002, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 30, 31, 29, 1, Manual, 1.1011619567871094, 1, 4002.8043757077357, -0.09215902253544427, 1.2212324325373818, 386.2657169866697, 4.4355289482426175, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 31, 32, 30, 1, Manual, 0.96771240234375, 1, 6134.572946652027, -0.0994379399322618, 1.552970311688223, 372.689508170773, 3.026149920858134, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 32, 33, 31, 1, Manual, 1.3219757080078125, 2, 4562.209802736346, -0.29124983313546804, 3.0486617262524893, 376.00986318359867, 9.06940911522278, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 33, 34, 32, 1, Manual, 0.9717521667480469, 1, 9386.45775635074, -0.20927222379207452, 1.4165896907484754, 501.1602912397441, 3.728664556165385, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 34, 35, 33, 1, Manual, 1.1016273498535156, 2, 4247.358832883883, -0.1049319034265373, 4.37385718167662, 371.015225030403, 5.511321780184632, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 35, 36, 34, 1, Manual, 0.9678764343261719, 1, 4185.855471852917, -0.2455355404930698, 1.0470641504186844, 413.2068586593048, 2.950371524121772, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 36, 37, 34, 0, Manual, 0.9343032836914062, 1, 4739.812958975107, -0.25998094637091607, 5.371704095702674, 343.4720623895687, 5.934300371708282, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 37, 38, 35, 1, Manual, 0.9679756164550781, 0, 5020.211403508813, -0.15470830281553954, 1.0389129552412213, 480.6047266254518, 3.495729538115687, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 0, 0, 0, 20, 38, 39, 35, 0, Manual, 0.8341217041015625, 1, 3820.4987240196415, -0.1986215682139549, 11.036581038895102, 356.20512672428964, 12.444040288895488, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 84, 10, 4.679955231404152, 0, 4.679955231404152, 20, 39, 40, 36, 1, Manual, 0.8676185607910156, 0, 8244.441285300682, -0.043040841532214054, 2.0250339136961952, 474.7104993881957, 2.3186072414859233, 2, Phone, 5.394023875120186, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 40, 41, 36, 0, Manual, 1.3862380981445312, 1, 5706.729025599786, -0.016446317799753078, 10.375122453857896, 382.02946150255804, 8.293407094848876, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 41, 42, 37, 1, Manual, 1.11834716796875, 0, 4815.645158104363, -0.05786192390539486, 1.119991930346229, 413.7869465270261, 2.27757773830624, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 42, 43, 38, 1, Manual, 3.0738868713378906, 2, 4630.279704717229, -0.2232154873140011, 2.5599277548778403, 443.24612440201355, 12.322891359783105, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 43, 44, 39, 1, Manual, 1.3363494873046875, 1, 6905.203424411812, -0.24652670398937915, 1.960226357224239, 573.431880182339, 2.337821522114718, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 44, 45, 40, 1, Manual, 1.8201751708984375, 1, 6027.383134474551, -0.14866077785702678, 4.804480771199891, 605.4758537507195, 19.84346335221082, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 45, 46, 41, 1, Manual, 1.0345535278320312, 1, 5916.97110341076, -0.08359036584811974, 1.7610913269746429, 519.2484633021144, 2.398246769800973, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 46, 47, 42, 1, Manual, 1.7865753173828125, 1, 10074.645789700073, -0.13140387567766945, 2.078099507808228, 616.1501905473592, 9.487546701437577, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 47, 48, 43, 1, Manual, 1.10302734375, 2, 5065.394381048977, -0.09503760506167243, 2.001494347650931, 641.8366166231804, 5.782782679738889, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 48, 49, 44, 1, Manual, 1.4021453857421875, 1, 7686.096466517559, -0.2680747380176132, 2.7292755481482764, 548.1372994636239, 10.071383896341167, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 49, 50, 45, 1, Manual, 1.0012893676757812, 1, 11761.242155408983, -0.03970498010514767, 1.0205304097850987, 666.8739853260836, 0.638972291968713, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 50, 51, 46, 1, Manual, 1.8868484497070312, 2, 5075.495822741658, -0.20600132270073526, 2.2704025438458015, 399.7080738447642, 8.068318153852989, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 51, 52, 47, 1, Manual, 1.005126953125, 1, 4307.260956666444, -0.10081317948744395, 1.3053142634360355, 515.0154861887975, 1.6740887971350888, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 52, 53, 48, 1, Manual, 1.13995361328125, 1, 4780.279499335139, -0.04623839846694467, 3.3608007048379793, 421.169430330909, 3.2009523274848415, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 53, 54, 49, 1, Manual, 1.2184295654296875, 1, 5174.623704435393, -0.11226092556303709, 1.5305049565864883, 421.85562259462074, 3.275008170333581, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 54, 55, 50, 1, Manual, 1.4529876708984375, 2, 4632.480587942065, -0.2049776117274094, 2.072836226078333, 463.0194387908697, 4.823469125284324, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 55, 56, 51, 1, Manual, 1.068145751953125, 1, 6738.549387364862, -0.10862454556393378, 1.4038624163828721, 463.4682554767451, 2.308625069424687, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 56, 57, 51, 0, Manual, 1.1349258422851562, 2, 5869.581391038035, -0.10104090096807752, 6.842112587653026, 521.1986905191403, 5.924290155410909, 2, Phone, 0.0, 
1, 1, 3, 3, 0, 3, 3, 0, 108, 10, 0, 0, 0, 20, 57, 58, 52, 1, Manual, 1.06787109375, 0, 5237.096976819474, -0.2516397360584449, 0.9798612713325942, 409.0490802975634, 3.0688371983153266, 2, Phone, 0.0, 
