User Id, Group, DOF real T, DOF real R, DOF virtual T, DOF virtual R, task R DOF, task T DOF, target distance T [m], target width T [m], target distance R [m], target width R [m], ID effective R [bit], ID effective T [bit], ID combined [bit], repetition, trial, button clicks, successful clicks, Hit, hit type, MT [s], effective end pos, effective A trans [m], overshoots T, peak acceleration T [m/s^2], movement continuity T, error T [m], peak speed T [m/s], first reversal T, reversal points T, effective end rot, effective A rot [m], overshoots R, peak acceleration R [°/s^2], movement continuity R, error R, peak speed R, first reversal R, reversal points R, Cursor, TP [bit/s], 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 0, 1, 1, 1, Manual, 2.450789451599121, (0.173  -0.001  0.001), 0.3494775059898184, 0, 4.847009476043908, -0.4323461212402921, 0.0020958562170610776, 0.6403277569470244, 0.029344534340011524, 28, (0.590  0.579  0.562  0.017), 107.07309152841323, 0, 3434.8933455868105, -0.2432163786399818, 2.3714266567546556, 343.357606921884, 8.925484844590363, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 1, 2, 2, 1, Manual, 2.298830032348633, (-0.176  0.001  -0.003), 0.3490955146819585, 2, 4.510617823665488, -0.611028116815923, 0.002912047412971995, 0.6413408427241167, 0.02555840185879035, 26, (1.000  0.015  -0.007  -0.002), 106.9642696249151, 1, 3372.086352333517, -1.0686628332481056, 1.9037475023119819, 318.35161166595185, 4.019292586699434, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 2, 3, 3, 1, Manual, 2.6878890991210938, (0.173  0.001  -0.000), 0.3485825006785908, 1, 3.9460681360167946, -0.85450837854361, 0.0024806108005006647, 0.5552555177799213, 0.04762445442387005, 36, (0.567  0.595  0.570  0.012), 110.18609497262894, 1, 4914.781968822415, -0.2022632419445785, 3.7610949652013184, 502.409657629575, 1.5554255862038298, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 3, 4, 4, 1, Manual, 3.066926956176758, (-0.176  -0.000  -0.003), 0.34867846889952964, 1, 9.115890173721112, -0.3594899700230791, 0.0033006532574869096, 0.7523719835452863, 0.04335029558348683, 45, (1.000  -0.001  -0.002  -0.006), 111.17055671612572, 1, 6423.72906707912, -0.1046406460791505, 0.7834104037387328, 424.5006578207262, 4.5966119914313515, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 4, 5, 5, 1, Manual, 2.4834423065185547, (0.173  0.002  -0.000), 0.3485559179323652, 1, 4.315050901338562, -0.7097271605065726, 0.0034888430074387806, 0.5856986575817301, 0.035097119958369456, 29, (0.573  0.575  0.584  0.002), 110.41733899748829, 1, 2484.7562997019254, -0.7920384080008207, 2.279101563334945, 309.4658206673354, 10.010565274369268, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 5, 6, 6, 1, Manual, 2.660299301147461, (-0.177  0.000  -0.005), 0.3490443873591603, 1, 5.746555885094941, -0.5464338024465305, 0.004869230268455239, 0.6374195224395814, 0.02249390360372425, 33, (1.000  0.005  0.001  -0.007), 109.6743588680191, 1, 3259.011006126264, -0.12635061059943228, 1.016566016692183, 315.61451698750244, 4.759388340766397, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 6, 7, 7, 1, Manual, 3.9511032104492188, (0.175  0.001  -0.003), 0.3510604189290279, 1, 4.327344143848666, -0.7534152635400685, 0.0029939700341953417, 0.6313419263271444, 0.021149953295948556, 59, (0.577  0.570  0.585  0.003), 109.10240910427007, 1, 4981.38809115397, -0.1992089033947306, 2.0071609717870924, 383.63607623868575, 10.17085754144583, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 7, 8, 8, 1, Manual, 2.1832542419433594, (-0.173  0.000  -0.004), 0.3480209786673748, 1, 5.919538375320502, -0.6774376673413669, 0.004103118331045343, 0.6806148181114774, 0.05365386496953948, 29, (1.000  -0.004  0.005  0.006), 109.53795584277678, 1, 3771.7881456527116, -0.22177015074284487, 0.990300531960986, 325.9886506496826, 3.485138204940071, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 8, 9, 9, 1, Manual, 4.5681610107421875, (0.176  0.003  0.002), 0.3494261646530219, 1, 4.320305127281248, -0.9928473669973907, 0.003565904789804439, 0.551627901904104, 0.025219400538431413, 71, (0.591  0.564  0.577  -0.005), 107.5825016641032, 1, 4744.083606978053, -0.10853683008499687, 1.284919171729131, 448.1599115692495, 4.079900208848582, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 9, 10, 10, 1, Manual, 2.7503700256347656, (-0.176  -0.001  0.000), 0.35196013408392524, 1, 4.150861720341159, -0.6426071199218854, 0.0017578677834880836, 0.5482723600492853, 0.06322538272205987, 36, (1.000  0.010  0.001  -0.005), 106.75249385511538, 1, 3005.2329535998697, -0.16959867616158839, 1.234180672507001, 316.73754263055935, 5.590557601495786, 2, Phone, 0.0, 
9, 2, 3, 3, 3, 3, 3, 1, 0.35, 0.035, 108, 50, 0, -, 0, 20, 10, 11, 11, 1, Manual, 4.556873321533203, (0.174  0.002  0.003), 0.3495669803128493, 1, 5.181647184053263, -0.42774116340083373, 0.0037665915964533976, 0.6708941280989712, 0.03209144648754921, 71, (0.590  0.567  0.574  -0.016), 106.81552919328038, 1, 4650.918381965886, -0.03138874064399437, 1.9367310615558597, 385.27098110327364, 5.4230022613217175, 2, Phone, 0.0, 
